_id,OCCUPANCY_DATE,ORGANIZATION_ID,ORGANIZATION_NAME,SHELTER_ID,SHELTER_GROUP,LOCATION_ID,LOCATION_NAME,LOCATION_ADDRESS,LOCATION_POSTAL_CODE,LOCATION_CITY,LOCATION_PROVINCE,PROGRAM_ID,PROGRAM_NAME,SECTOR,PROGRAM_MODEL,OVERNIGHT_SERVICE_TYPE,PROGRAM_AREA,SERVICE_USER_COUNT,CAPACITY_TYPE,CAPACITY_ACTUAL_BED,CAPACITY_FUNDING_BED,OCCUPIED_BEDS,UNOCCUPIED_BEDS,UNAVAILABLE_BEDS,CAPACITY_ACTUAL_ROOM,CAPACITY_FUNDING_ROOM,OCCUPIED_ROOMS,UNOCCUPIED_ROOMS,UNAVAILABLE_ROOMS,OCCUPANCY_RATE_BEDS,OCCUPANCY_RATE_ROOMS
412,2024-01-04,14,Christie Ossington Neighbourhood Centre,22,Christie Ossington Men's Hostel,1172,CONC West End Hotel Program,14 Roncesvalles Ave,M6R 2K3,Toronto,ON,15711,CONC Men's Hotel Program,Men,Emergency,Motel/Hotel Shelter,COVID-19 Response,39,Room Based Capacity,,,,,,39,41,39,0,2,,100
413,2024-01-04,14,Christie Ossington Neighbourhood Centre,22,Christie Ossington Men's Hostel,1029,CONC Men's Shelter Lansdowne Ave,973 Lansdowne Ave,M6H 3Z5,Toronto,ON,12011,Christie Ossington Men's Hostel,Men,Emergency,Shelter,Base Shelter and Overnight Services System,42,Bed Based Capacity,42,42,42,0,0,,,,,,100,
414,2024-01-04,14,Christie Ossington Neighbourhood Centre,22,Christie Ossington Men's Hostel,1102,CONC Men's Shelter Bloor St W,850 Bloor St W,M6G 1M2,Toronto,ON,13611,Christie Ossington Men's Hostel South,Men,Emergency,Shelter,Base Shelter and Overnight Services System,30,Bed Based Capacity,30,30,30,0,0,,,,,,100,
415,2024-01-04,14,Christie Ossington Neighbourhood Centre,22,Christie Ossington Men's Hostel,1541,Christie Ossington - Spadina Rd,136 Spadina Rd,M5R 2T8,Toronto,ON,17891,Christie Ossington Warming Centre - Spadina Rd,Mixed Adult,Emergency,Warming Centre,Winter Programs,23,Bed Based Capacity,23,23,23,0,0,,,,,,100,
416,2024-01-04,23,"Christie Refugee Welcome Centre, Inc.",39,Christie Refugee Welcome Centre,1052,Christie Refugee Welcome Centre,43 Christie St,M6G 3B1,Toronto,ON,12233,Christie Refugee Welcome Centre - Settlement and Support,Families,Emergency,Shelter,Base Program - Refugee,71,Room Based Capacity,,,,,,30,30,30,0,0,,100
417,2024-01-04,1,City of Toronto,53,Birkdale Residence,1070,SSHA Birkdale Residence,1229 Ellesmere Rd,M1P 4V8,Toronto,ON,12351,Birkdale Residence - Bedded Program,Families,Emergency,Shelter,Base Shelter and Overnight Services System,221,Room Based Capacity,,,,,,64,65,64,0,1,,100
418,2024-01-04,1,City of Toronto,53,Birkdale Residence,1103,SSHA North York West Hotel Program,1677 Wilson Ave,M3L 1A5,North York,ON,17012,SSHA North York West Hotel - North - Couples,Mixed Adult,Emergency,Motel/Hotel Shelter,COVID-19 Response,24,Room Based Capacity,,,,,,12,12,12,0,0,,100
419,2024-01-04,1,City of Toronto,53,Birkdale Residence,1103,SSHA North York West Hotel Program,1677 Wilson Ave,M3L 1A5,North York,ON,16671,SSHA North York West Hotel - North - Mixed Adult,Mixed Adult,Emergency,Motel/Hotel Shelter,COVID-19 Response,82,Room Based Capacity,,,,,,82,83,82,0,1,,100
420,2024-01-04,1,City of Toronto,53,Birkdale Residence,1103,SSHA North York West Hotel Program,1677 Wilson Ave,M3L 1A5,North York,ON,17011,SSHA North York West Hotel - South - Couples,Mixed Adult,Emergency,Motel/Hotel Shelter,COVID-19 Response,28,Room Based Capacity,,,,,,15,14,15,0,0,,100
421,2024-01-04,1,City of Toronto,53,Birkdale Residence,1103,SSHA North York West Hotel Program,1677 Wilson Ave,M3L 1A5,North York,ON,16271,SSHA North York West Hotel Program - Mixed Adult,Mixed Adult,Emergency,Motel/Hotel Shelter,COVID-19 Response,74,Room Based Capacity,,,,,,74,77,74,0,3,,100
422,2024-01-04,1,City of Toronto,60,Downsview Dells,1009,SSHA Downsview Dells,1651 Sheppard Ave W,M3M 2X4,Toronto,ON,11815,Downsview Dells Bedded Program,Men,Transitional,Shelter,Base Shelter and Overnight Services System,13,Bed Based Capacity,18,18,13,5,0,,,,,,72.22,
423,2024-01-04,1,City of Toronto,83,Expansion  Sites,1194,Scarborough Women's Shelter - Milner,20 Milner Business Ct,M1B 3M6,Scarborough,ON,16471,Scarborough Women's Shelter - Milner,Women,Emergency,Motel/Hotel Shelter,COVID-19 Response,103,Room Based Capacity,,,,,,103,103,103,0,0,,100
424,2024-01-04,1,City of Toronto,2,Family Residence,1065,SSHA Family Residence,4222 Kingston Rd,M1E 2M6,Toronto,ON,12311,Family Residence - Main Program,Families,Emergency,Shelter,Base Shelter and Overnight Services System,144,Room Based Capacity,,,,,,43,43,43,0,0,,100
425,2024-01-04,1,City of Toronto,2,Family Residence,1066,SSHA Scarborough Hotel Program 3,4674 Kingston Rd,M1E 2P9,Toronto,ON,12392,SSHA Scarborough Hotel 3 - Family Program,Families,Emergency,Motel/Hotel Shelter,Base Shelter and Overnight Services System,137,Room Based Capacity,,,,,,48,40,48,0,0,,100
426,2024-01-04,1,City of Toronto,2,Family Residence,1067,SSHA Scarborough Hotel Program 4,4540 Kingston Rd,M1E 2N8,Toronto,ON,12391,SSHA Scarborough Hotel 4 - Family Program,Families,Emergency,Motel/Hotel Shelter,Base Shelter and Overnight Services System,50,Room Based Capacity,,,,,,20,20,20,0,0,,100
427,2024-01-04,1,City of Toronto,62,Fort York Residence,1011,SSHA Fort York Residence,38 Bathurst St,M5V 3W3,Toronto,ON,11831,Fort York Residence Bedded Program,Men,Transitional,Shelter,Base Shelter and Overnight Services System,60,Bed Based Capacity,68,68,60,8,0,,,,,,88.24,
428,2024-01-04,1,City of Toronto,62,Fort York Residence,1123,SSHA North Hotel Program,3600 Steeles Ave W,L4L 8P5,Vaughan,ON,14051,Fort York Residence North Hotel Program,Mixed Adult,Emergency,Motel/Hotel Shelter,COVID-19 Response,68,Room Based Capacity,,,,,,69,51,65,4,0,,94.2
429,2024-01-04,1,City of Toronto,62,Fort York Residence,1011,SSHA Fort York Residence,38 Bathurst St,M5V 3W3,Toronto,ON,12711,Fort York SRO Units Program,Men,Transitional,Shelter,Base Shelter and Overnight Services System,46,Bed Based Capacity,48,48,46,2,0,,,,,,95.83,
430,2024-01-04,1,City of Toronto,94,Progress Shelter,1360,Progress Avenue Shelter,705 Progress Ave,M1H 2X1,Toronto,ON,16951,Progress Shelter,Men,Emergency,Shelter,Base Shelter and Overnight Services System,101,Bed Based Capacity,101,101,101,0,0,,,,,,100,
431,2024-01-04,1,City of Toronto,54,Robertson House,1069,Robertson House,291 Sherbourne St,M5A 2R9,Toronto,ON,12331,Robertson House - Main Program,Families,Emergency,Shelter,Base Shelter and Overnight Services System,82,Room Based Capacity,,,,,,33,37,33,0,4,,100
432,2024-01-04,1,City of Toronto,82,SSHA Etobicoke Hotel Program,1561,885 Scarborough Golf Club Road,885 Scarborough Golf Club Road,M1G 1J6,Toronto,ON,17931,SSHA - Warming Centre - Scarborough Golf Club Road,Mixed Adult,Emergency,Warming Centre,Winter Programs,48,Bed Based Capacity,48,48,48,0,0,,,,,,100,
433,2024-01-04,1,City of Toronto,82,SSHA Etobicoke Hotel Program,1163,SSHA Etobicoke Hotel Program,,,,,16551,SSHA Etobicoke Hotel Program,Mixed Adult,Emergency,Motel/Hotel Shelter,COVID-19 Response,149,Room Based Capacity,,,,,,132,134,132,0,2,,100
434,2024-01-04,1,City of Toronto,82,SSHA Etobicoke Hotel Program,1163,SSHA Etobicoke Hotel Program,,,,,15391,SSHA Recovery Program,Mixed Adult,Emergency,Isolation/Recovery Site,COVID-19 Response,17,Room Based Capacity,,,,,,16,14,16,0,0,,100
435,2024-01-04,1,City of Toronto,59,Scarborough Village Residence,1151,SSHA Scarborough Village Residence,3306 Kingston Rd,M1M 1P8,Toronto,ON,14811,Scarborough Village Residence Main Program,Mixed Adult,Transitional,Shelter,Base Shelter and Overnight Services System,92,Bed Based Capacity,93,93,92,1,0,,,,,,98.92,
436,2024-01-04,1,City of Toronto,3,Seaton House,1154,SSHA Junction Place,731 Runnymede Rd,M6N 3V7,Toronto,ON,15171,Junction Place,Men,Emergency,Shelter,Base Shelter and Overnight Services System,62,Bed Based Capacity,62,62,62,0,0,,,,,,100,
437,2024-01-04,1,City of Toronto,3,Seaton House,1008,SSHA Seaton House,339 George St,M5A 2N2,Toronto,ON,11812,Seaton House - Annex Harm Reduction & Managed Alcohol Program,Men,Emergency,Shelter,Base Shelter and Overnight Services System,66,Bed Based Capacity,67,68,66,1,1,,,,,,98.51,
438,2024-01-04,1,City of Toronto,3,Seaton House,1008,SSHA Seaton House,339 George St,M5A 2N2,Toronto,ON,15051,Seaton House - Fourth Floor Program,Men,Emergency,Shelter,Base Shelter and Overnight Services System,119,Bed Based Capacity,119,122,119,0,3,,,,,,100,
439,2024-01-04,1,City of Toronto,3,Seaton House,1008,SSHA Seaton House,339 George St,M5A 2N2,Toronto,ON,15191,Seaton House - Infirmary Bedded Program,Men,Transitional,Shelter,Base Shelter and Overnight Services System,29,Bed Based Capacity,36,36,29,7,0,,,,,,80.56,
440,2024-01-04,1,City of Toronto,3,Seaton House,1008,SSHA Seaton House,339 George St,M5A 2N2,Toronto,ON,17071,Seaton House - Winter Program - O'Neill,Men,Emergency,Shelter,Winter Programs,16,Bed Based Capacity,16,21,16,0,5,,,,,,100,
441,2024-01-04,1,City of Toronto,3,Seaton House,1190,SSHA Downtown Response Program,76 Church St,M5C 2G1,Toronto,ON,15751,Seaton House Hostel Response Program,Men,Emergency,Shelter,Base Shelter and Overnight Services System,53,Bed Based Capacity,53,53,53,0,0,,,,,,100,
442,2024-01-04,1,City of Toronto,3,Seaton House,1008,SSHA Seaton House,339 George St,M5A 2N2,Toronto,ON,17091,Seaton House Winter Program,Men,Emergency,Shelter,Winter Programs,105,Bed Based Capacity,106,107,105,1,1,,,,,,99.06,
443,2024-01-04,1,City of Toronto,6,Streets To Homes,1004,Streets to Homes Assessment and Referral Centre (SHARC),129 Peter St,M5V 2H3,Toronto,ON,12952,Streets to Homes Bedded Program,Mixed Adult,Transitional,Shelter,Base Shelter and Overnight Services System,34,Bed Based Capacity,35,35,34,1,0,,,,,,97.14,
444,2024-01-04,1,City of Toronto,4,Women's Residence,1124,SSHA Downtown Hotel Program,77 Ryerson Ave,M5T 2V4,Toronto,ON,14631,SSHA Downtown Hotel Women's Program,Mixed Adult,Emergency,Motel/Hotel Shelter,COVID-19 Response,66,Room Based Capacity,,,,,,65,66,63,2,1,,96.92
445,2024-01-04,1,City of Toronto,4,Women's Residence,1005,SSHA Womens' Residence,674 Dundas St W,M5H 1H9,Toronto,ON,11798,Womens' Residence - Main Program,Women,Emergency,Shelter,Base Shelter and Overnight Services System,88,Bed Based Capacity,88,88,88,0,0,,,,,,100,
446,2024-01-04,13,Cornerstone Place,21,Cornerstone Place,1028,Cornerstone Place,616 Vaughan Rd,M6C 2R5,Toronto,ON,11971,Cornerstone Place,Men,Emergency,Shelter,Base Shelter and Overnight Services System,28,Bed Based Capacity,28,28,28,0,0,,,,,,100,
447,2024-01-04,12,Covenant House Toronto,20,Covenant House,1026,Covenant House Gerrard St E,20 Gerrard St E,M5B 2P3,Toronto,ON,13371,Covenant House -  Transitional Safe Beds for women,Youth,Transitional,Shelter,Base Shelter and Overnight Services System,1,Bed Based Capacity,2,2,1,1,0,,,,,,50,
448,2024-01-04,12,Covenant House Toronto,20,Covenant House,1026,Covenant House Gerrard St E,20 Gerrard St E,M5B 2P3,Toronto,ON,11951,Covenant House Residence,Youth,Emergency,Shelter,Base Shelter and Overnight Services System,94,Bed Based Capacity,94,94,94,0,0,,,,,,100,
449,2024-01-04,12,Covenant House Toronto,20,Covenant House,1026,Covenant House Gerrard St E,20 Gerrard St E,M5B 2P3,Toronto,ON,17851,Covenant House Residence - Winter Respite,Youth,Emergency,24-Hour Respite Site,Winter Programs,30,Bed Based Capacity,30,30,30,0,0,,,,,,100,
450,2024-01-04,12,Covenant House Toronto,20,Covenant House,1027,Covenant House McGill St,21 McGill St,M5B 1H3,Toronto,ON,11955,Covenant House Rights of Passage,Youth,Transitional,Shelter,Base Shelter and Overnight Services System,26,Bed Based Capacity,28,28,26,2,0,,,,,,92.86,
451,2024-01-04,6,Dixon Hall,80,351 Lakeshore Respite Services,1149,Dixon Hall 351 Lake Shore Blvd E Respite,351 Lake Shore Blvd E,M5A 1C1,Toronto,ON,14791,Dixon Hall 351 Lake Shore Blvd E. Respite,Mixed Adult,Emergency,24-Hour Respite Site,Base Shelter and Overnight Services System,78,Bed Based Capacity,78,78,78,0,0,,,,,,100,
452,2024-01-04,6,Dixon Hall,80,351 Lakeshore Respite Services,1125,HFS 195 Princes' Blvd ,195 Princes' Blvd,M6K 3C3,Toronto,ON,17991,Dixon Hall Winter Respite - BLC,Mixed Adult,Emergency,24-Hour Respite Site,Winter Programs,118,Bed Based Capacity,119,120,118,1,1,,,,,,99.16,
453,2024-01-04,6,Dixon Hall,9,Dixon Hall - Heyworth House,1128,Dixon Hall 354 George St,354 George St,M5A 2N3,Scarborough,ON,15331,Dixon Hall - 354 George,Mixed Adult,Emergency,24-Hour Respite Site,Base Shelter and Overnight Services System,50,Bed Based Capacity,50,50,50,0,0,,,,,,100,
454,2024-01-04,6,Dixon Hall,9,Dixon Hall - Heyworth House,1176,Dixon Hall Bond Place Hotel Program,65 Dundas St E,M5B 2G8,Toronto,ON,16091,Dixon Hall - Bond Place Hotel Program,Mixed Adult,Emergency,Motel/Hotel Shelter,COVID-19 Response,84,Room Based Capacity,,,,,,83,146,81,2,63,,97.59
455,2024-01-04,6,Dixon Hall,9,Dixon Hall - Heyworth House,1015,Dixon Hall Heyworth House,2714 Danforth Ave,M4C 1L7,Toronto,ON,11892,Dixon Hall - Heyworth House,Mixed Adult,Emergency,Shelter,Base Shelter and Overnight Services System,61,Bed Based Capacity,61,62,61,0,1,,,,,,100,
456,2024-01-04,6,Dixon Hall,14,Dixon Hall - Schoolhouse,1020,Dixon Hall Schoolhouse,349 George St,M5A 2N2,Toronto,ON,11897,Dixon Hall - Schoolhouse,Men,Emergency,Shelter,Base Shelter and Overnight Services System,30,Bed Based Capacity,30,30,30,0,0,,,,,,100,
457,2024-01-04,6,Dixon Hall,95,Mitchell Field Warming Centre,1460,Dixon Hall - Warming Centre North York,12 Holmes Ave,M2N 4N4,Toronto,ON,17551,Dixon Hall Warming Centre - Willowdale,Mixed Adult,Emergency,Warming Centre,Winter Programs,46,Bed Based Capacity,46,46,46,0,0,,,,,,100,
458,2024-01-04,11,Eva's Initiatives,19,Eva's Phoenix,1025,Eva's Phoenix,60 Brant St,M5V 3G9,Toronto,ON,11932,Eva's Phoenix,Youth,Transitional,Shelter,Base Shelter and Overnight Services System,49,Bed Based Capacity,50,50,49,1,0,,,,,,98,
459,2024-01-04,11,Eva's Initiatives,18,Eva's Place,1024,Eva's Place,360 Lesmill Rd,M3B 2T5,Toronto,ON,11931,Eva's Place,Youth,Emergency,Shelter,Base Shelter and Overnight Services System,40,Bed Based Capacity,40,40,40,0,0,,,,,,100,
460,2024-01-04,11,Eva's Initiatives,18,Eva's Place,1155,SSHA Scarborough Hotel Program 1,4584 Kingston Rd,M1E 2P4,Scarborough,ON,17751,Eva's Satellite - Kingston Road,Youth,Emergency,Motel/Hotel Shelter,COVID-19 Response,46,Room Based Capacity,,,,,,46,24,46,0,0,,100
461,2024-01-04,25,Fife House Foundation,41,Fife House Transitional Program,1053,Fife House Denison Ave,70 Denison Ave,M5T 2M8,Toronto,ON,12252,Fife House Denison Program,Mixed Adult,Transitional,Shelter,Base Shelter and Overnight Services System,5,Bed Based Capacity,5,5,5,0,0,,,,,,100,
462,2024-01-04,25,Fife House Foundation,41,Fife House Transitional Program,1054,Fife House Sherbourne St,490 Sherbourne St,M4X 1K9,Toronto,ON,12253,Fife-Sherbourne Transitional Program,Mixed Adult,Transitional,Shelter,Base Shelter and Overnight Services System,7,Bed Based Capacity,11,11,7,4,0,,,,,,63.64,
463,2024-01-04,26,Fred Victor Centre,58,FV Women's Transition to Housing,1099,Fred Victor Centre Transition to Housing Dundas St E,386 Dundas St E,M5A 2A5,Toronto,ON,13331,Fred Victor T2H Bedded Program,Women,Transitional,Shelter,Base Shelter and Overnight Services System,36,Bed Based Capacity,37,37,36,1,0,,,,,,97.3,
464,2024-01-04,26,Fred Victor Centre,58,FV Women's Transition to Housing,1081,Fred Victor Mary Sheffield House,512 Jarvis St,M4Y 2H6,Toronto,ON,13191,Fred Victor Transition to Housing Bedded Program,Women,Transitional,Shelter,Base Shelter and Overnight Services System,23,Bed Based Capacity,25,26,23,2,1,,,,,,92,
465,2024-01-04,26,Fred Victor Centre,42,Fred Victor Women's Hostel,1007,Adelaide Resource Centre for Women,67 Adelaide St E,M5C 1K6,Toronto,ON,16391,Fred Victor The Phoenix Women's 24/7 Drop-In,Women,Emergency,24-Hour Women's Drop-in,Base Shelter and Overnight Services System,52,Bed Based Capacity,52,52,52,0,0,,,,,,100,
466,2024-01-04,26,Fred Victor Centre,42,Fred Victor Women's Hostel,1193,Fred Victor Centre Fatima House,1059 College Street,M6H 1B1,Toronto,ON,12256,Fred Victor Women's Hostel Program,Women,Emergency,Shelter,Base Shelter and Overnight Services System,36,Bed Based Capacity,36,36,36,0,0,,,,,,100,
467,2024-01-04,26,Fred Victor Centre,44,"Fred Victor, BUS",1055,Fred Victor Centre Bethlehem United Shelter,1161 Caledonia Rd,M6A 2W9,Toronto,ON,12254,Fred Victor Bethlehem United Program,Mixed Adult,Emergency,Shelter,Base Shelter and Overnight Services System,69,Bed Based Capacity,70,70,69,1,0,,,,,,98.57,
468,2024-01-04,26,Fred Victor Centre,44,"Fred Victor, BUS",1130,Fred Victor Uptown Hotel Program,185 Yorkland Blvd,M2J 4R2,North York,ON,15631,Fred Victor Uptown Hotel Program,Mixed Adult,Emergency,Motel/Hotel Shelter,COVID-19 Response,279,Room Based Capacity,,,,,,264,271,264,0,7,,100
469,2024-01-04,26,Fred Victor Centre,72,Fred Victor-Better Living Centre,1152,Fred Victor Centre 1A Strachan Ave Respite,1A Strachan Ave,M6K 3C3,Toronto,ON,14931,Fred Victor 1A Strachan Ave Respite,Mixed Adult,Emergency,24-Hour Respite Site,Base Shelter and Overnight Services System,60,Bed Based Capacity,70,70,60,10,0,,,,,,85.71,
470,2024-01-04,26,Fred Victor Centre,72,Fred Victor-Better Living Centre,1521,Fred Victor Elizabeth,75 Elizabeth Street,M5G 1P4,Toronto,ON,17871,Fred Victor Warming Centre - Elizabeth,Mixed Adult,Emergency,Warming Centre,Winter Programs,60,Bed Based Capacity,60,60,60,0,0,,,,,,100,
471,2024-01-04,26,Fred Victor Centre,72,Fred Victor-Better Living Centre,1125,HFS 195 Princes' Blvd ,195 Princes' Blvd,M6K 3C3,Toronto,ON,17971,Fred Victor Winter Respite - BLC,Mixed Adult,Emergency,24-Hour Respite Site,Winter Programs,113,Bed Based Capacity,116,120,113,3,4,,,,,,97.41,
472,2024-01-04,39,Friends of Ruby,85,Friends of Ruby,1187,Friends of Ruby  ,257 Dundas St E,M5A 1Z8,Toronto,ON,16252,Friends of Ruby - Emergency Housing,Youth,Emergency,Shelter,Base Shelter and Overnight Services System,6,Bed Based Capacity,6,5,6,0,-1,,,,,,100,
473,2024-01-04,39,Friends of Ruby,85,Friends of Ruby,1187,Friends of Ruby  ,257 Dundas St E,M5A 1Z8,Toronto,ON,16251,Friends of Ruby - Transitional Housing,Youth,Transitional,Shelter,Base Shelter and Overnight Services System,26,Bed Based Capacity,26,28,26,0,2,,,,,,100,
474,2024-01-04,10,Good Shepherd Ministries,16,Good Shepherd Centre,1022,Good Shepherd Centre,412 Queen St E,M5A 1T3,Toronto,ON,11899,Good Shepherd - D.A.R.E.,Men,Transitional,Shelter,Base Shelter and Overnight Services System,24,Bed Based Capacity,25,25,24,1,0,,,,,,96,
475,2024-01-04,10,Good Shepherd Ministries,16,Good Shepherd Centre,1022,Good Shepherd Centre,412 Queen St E,M5A 1T3,Toronto,ON,11900,Good Shepherd - Emergency/Resettlement,Men,Emergency,Shelter,Base Shelter and Overnight Services System,35,Bed Based Capacity,35,35,35,0,0,,,,,,100,
476,2024-01-04,10,Good Shepherd Ministries,16,Good Shepherd Centre,1021,Good Shepherd Centre Barrett House,35 Sydenham St,M5A 4H5,Toronto,ON,11898,Good Shepherd Barrett House - Men's Program,Men,Transitional,Shelter,Base Shelter and Overnight Services System,4,Bed Based Capacity,5,5,4,1,0,,,,,,80,
477,2024-01-04,10,Good Shepherd Ministries,16,Good Shepherd Centre,1168,Good Shepherd Centre West End Hotel Program,335 Jarvis St,M5B 2C2,Toronto,ON,15531,Good Shepherd Centre West End Hotel - Men's Program,Men,Emergency,Motel/Hotel Shelter,COVID-19 Response,47,Room Based Capacity,,,,,,47,47,47,0,0,,100
478,2024-01-04,15,Homes First Society,68,HFS - Kennedy Shelter,1108,HFS Kennedy Rd Women's Shelter,702 Kennedy Rd,M1K 2B5,Toronto,ON,13591,Homes First Society- Kennedy Shelter Women's Program,Women,Emergency,Shelter,Base Shelter and Overnight Services System,61,Bed Based Capacity,61,61,61,0,0,,,,,,100,
479,2024-01-04,15,Homes First Society,24,HFS - Scarborough Shelter,1150,HFS 545 Lake Shore Blvd W Shelter,545 Lake Shore Blvd W,M5V 1A3,Toronto,ON,14831,545 Lake Shore Blvd W. Couples,Mixed Adult,Emergency,Shelter,Base Shelter and Overnight Services System,111,Bed Based Capacity,111,112,111,0,1,,,,,,100,
480,2024-01-04,15,Homes First Society,24,HFS - Scarborough Shelter,1150,HFS 545 Lake Shore Blvd W Shelter,545 Lake Shore Blvd W,M5V 1A3,Toronto,ON,14951,545 Lake Shore Blvd W. Men,Men,Emergency,Shelter,Base Shelter and Overnight Services System,34,Bed Based Capacity,34,34,34,0,0,,,,,,100,
481,2024-01-04,15,Homes First Society,24,HFS - Scarborough Shelter,1150,HFS 545 Lake Shore Blvd W Shelter,545 Lake Shore Blvd W,M5V 1A3,Toronto,ON,14832,545 Lake Shore Blvd W. Women,Women,Emergency,Shelter,Base Shelter and Overnight Services System,66,Bed Based Capacity,66,66,66,0,0,,,,,,100,
482,2024-01-04,15,Homes First Society,24,HFS - Scarborough Shelter,1150,HFS 545 Lake Shore Blvd W Shelter,545 Lake Shore Blvd W,M5V 1A3,Toronto,ON,15131,545 Lakeshore Blvd W. Men Respite Program Lower Level,Men,Emergency,24-Hour Respite Site,Base Shelter and Overnight Services System,73,Bed Based Capacity,73,75,73,0,2,,,,,,100,
483,2024-01-04,15,Homes First Society,24,HFS - Scarborough Shelter,1195,HFS - Lawrence East Shelter,4117 Lawrence Ave E,M1E 2S2,Scarborough,ON,16491,HFS - Lawrence East Shelter,Mixed Adult,Emergency,Shelter,Base Shelter and Overnight Services System,89,Bed Based Capacity,89,89,89,0,0,,,,,,100,
484,2024-01-04,15,Homes First Society,24,HFS - Scarborough Shelter,1220,HFS - Metro Strachan,22 Metropolitan Rd,M1R 2T5,Toronto,ON,16651,HFS - Metro Strachan - Co-ed,Mixed Adult,Transitional,Motel/Hotel Shelter,Base Shelter and Overnight Services System,7,Room Based Capacity,,,,,,7,7,7,0,0,,100
